open,high,low,close,volume,adjclose
2.1800000667572017,2.1800000667572017,2.0299999713897705,2.1199998855590816,2317.0,2.1199998855590816
2.200000047683716,2.200000047683716,2.1300001144409184,2.190000057220459,1800.0,2.190000057220459
2.289999961853028,2.289999961853028,2.289999961853028,2.289999961853028,100.0,2.289999961853028
2.3499999046325684,2.3499999046325684,2.1800000667572017,2.289999961853028,4000.0,2.289999961853028
2.309999942779541,2.4600000381469727,2.25,2.25,10600.0,2.25
2.359999895095825,2.450000047683716,2.289999961853028,2.440000057220459,5000.0,2.440000057220459
2.369999885559082,2.5,2.3399999141693115,2.5,900.0,2.5
2.5199999809265137,2.5199999809265137,2.4600000381469727,2.4600000381469727,500.0,2.4600000381469727
2.299999952316284,2.470000028610229,2.2799999713897705,2.470000028610229,3600.0,2.470000028610229
2.359999895095825,2.4300000667572017,2.309999942779541,2.400000095367432,6500.0,2.400000095367432
2.5,2.5,2.5,2.5,1600.0,2.5
2.5299999713897705,2.549999952316284,2.5299999713897705,2.549999952316284,1300.0,2.549999952316284
2.5,2.5,2.5,2.5,200.0,2.5
2.5199999809265137,2.5199999809265137,2.5199999809265137,2.5199999809265137,100.0,2.5199999809265137
2.5,2.5199999809265137,2.5,2.5199999809265137,1900.0,2.5199999809265137
2.509999990463257,2.5699999332427983,2.5,2.5,2000.0,2.5
2.650000095367432,2.650000095367432,2.509999990463257,2.509999990463257,4300.0,2.509999990463257
2.5199999809265137,2.5199999809265137,2.5199999809265137,2.5199999809265137,300.0,2.5199999809265137
2.5999999046325684,2.720000028610229,2.5199999809265137,2.5199999809265137,1900.0,2.5199999809265137
2.619999885559082,2.619999885559082,2.619999885559082,2.619999885559082,700.0,2.619999885559082
2.7699999809265137,2.7699999809265137,2.7699999809265137,2.7699999809265137,100.0,2.7699999809265137
2.7699999809265137,2.7699999809265137,2.7699999809265137,2.7699999809265137,100.0,2.7699999809265137
2.7699999809265137,2.7699999809265137,2.7699999809265137,2.7699999809265137,100.0,2.7699999809265137
2.630000114440918,2.7799999713897705,2.630000114440918,2.7699999809265137,1000.0,2.7699999809265137
2.700000047683716,2.740000009536743,2.630000114440918,2.6600000858306885,1900.0,2.6600000858306885
2.690000057220459,2.75,2.6800000667572017,2.740000009536743,2600.0,2.740000009536743
2.9500000476837163,2.9500000476837163,2.509999990463257,2.509999990463257,7100.0,2.509999990463257
2.759999990463257,2.9100000858306885,2.609999895095825,2.6600000858306885,3600.0,2.6600000858306885
2.740000009536743,2.8399999141693115,2.700000047683716,2.8399999141693115,3100.0,2.8399999141693115
2.740000009536743,2.740000009536743,2.650000095367432,2.740000009536743,1900.0,2.740000009536743
2.740000009536743,2.740000009536743,2.549999952316284,2.7300000190734863,3100.0,2.7300000190734863
2.740000009536743,2.740000009536743,2.6800000667572017,2.740000009536743,2200.0,2.740000009536743
2.8199999332427983,2.8199999332427983,2.740000009536743,2.740000009536743,1000.0,2.740000009536743
2.549999952316284,2.549999952316284,2.549999952316284,2.549999952316284,100.0,2.549999952316284
2.75,2.75,2.75,2.75,0.0,2.75
2.75,2.75,2.75,2.75,0.0,2.75
2.75,2.75,2.75,2.75,400.0,2.75
2.700000047683716,2.700000047683716,2.700000047683716,2.700000047683716,0.0,2.700000047683716
2.8499999046325684,2.8499999046325684,2.700000047683716,2.700000047683716,300.0,2.700000047683716
2.4100000858306885,2.650000095367432,2.4100000858306885,2.609999895095825,3400.0,2.609999895095825
2.5699999332427983,2.75,2.4600000381469727,2.5199999809265137,10100.0,2.5199999809265137
2.559999942779541,2.8399999141693115,2.559999942779541,2.720000028610229,5400.0,2.720000028610229
2.7699999809265137,2.7799999713897705,2.5699999332427983,2.5699999332427983,1700.0,2.5699999332427983
2.75,2.7899999618530287,2.6600000858306885,2.6600000858306885,1600.0,2.6600000858306885
2.720000028610229,2.7300000190734863,2.5999999046325684,2.7300000190734863,4300.0,2.7300000190734863
2.690000057220459,2.799999952316284,2.5899999141693115,2.799999952316284,3500.0,2.799999952316284
2.650000095367432,2.650000095367432,2.650000095367432,2.650000095367432,600.0,2.650000095367432
2.380000114440918,2.5899999141693115,2.380000114440918,2.5899999141693115,16300.0,2.5899999141693115
2.400000095367432,2.5,2.359999895095825,2.4300000667572017,13800.0,2.4300000667572017
2.400000095367432,2.400000095367432,2.400000095367432,2.400000095367432,300.0,2.400000095367432
2.4100000858306885,2.4100000858306885,2.4100000858306885,2.4100000858306885,0.0,2.4100000858306885
2.390000104904175,2.4100000858306885,2.390000104904175,2.4100000858306885,400.0,2.4100000858306885
2.25,2.390000104904175,2.25,2.3399999141693115,1500.0,2.3399999141693115
2.470000028610229,2.490000009536743,2.450000047683716,2.450000047683716,1400.0,2.450000047683716
2.450000047683716,2.470000028610229,2.450000047683716,2.470000028610229,300.0,2.470000028610229
2.25,2.4200000762939453,2.25,2.400000095367432,1200.0,2.400000095367432
2.470000028610229,2.470000028610229,2.4200000762939453,2.4200000762939453,800.0,2.4200000762939453
2.369999885559082,2.440000057220459,2.369999885559082,2.4100000858306885,1000.0,2.4100000858306885
2.3199999332427983,2.390000104904175,2.1199998855590816,2.2300000190734863,8600.0,2.2300000190734863
2.2300000190734863,2.3499999046325684,2.2300000190734863,2.3499999046325684,1200.0,2.3499999046325684
2.3499999046325684,2.3499999046325684,2.3499999046325684,2.3499999046325684,800.0,2.3499999046325684
2.3499999046325684,2.3499999046325684,2.3499999046325684,2.3499999046325684,900.0,2.3499999046325684
2.4800000190734863,2.4800000190734863,2.3499999046325684,2.3499999046325684,2400.0,2.3499999046325684
